"source_id","source_name","author","title","description","url","url_to_image","published_at","content","top_article","engagement_reaction_count","engagement_comment_count","engagement_share_count","engagement_comment_plugin_count"
"the-wall-street-journal","The Wall Street Journal","Betsy Morris and Tawnell D. Hobbs","""In a School District Where Technology Rules, Grades Fall. Parents Ask Why.""","""Schools embraced technology, spending millions of dollars on devices and programs; Now some are  questioning how much it’s helping""","https://www.wsj.com/articles/in-a-school-district-where-technology-rules-grades-fall-parents-ask-why-11567523719?mod=hp_lead_pos4","https://images.wsj.net/im-102194/social","2019-09-03T15:15:00Z","""When Baltimore County, Md., public schools began going digital five years ago, textbooks disappeared from classrooms and paper and pencils were no longer encouraged. All students from kindergarten to 12th grade would eventually get a laptop, helping the distr… [+271 chars]""",1,311,137,220,0
"abc-news","ABC News","The Associated Press","""US construction spending ticked up just 0.1% in July, helped by schools and sewers""","""Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.""","https://abcnews.go.com/Business/wireStory/us-construction-spending-ticked-01-july-helped-schools-65356819",null,"2019-09-03T14:02:22Z","""US construction spending ticked up just 0.1% in July, helped by schools and sewers.""",0,0,0,0,0
"espn","ESPN","Adam RittenbergESPN Senior Writer ","Taggart: Dehydration possible factor in FSU loss","""Florida State will monitor the Seminoles' hydration, Willie Taggart says, after watching players cramp up as they gave away an 18-point lead.""","http://espn.go.com/college-football/story/_/id/27528045/dehydration-possible-factor-fsu-loss","https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0813%2Fr583389_1296x729_16%2D9.jpg","2019-09-03T15:16:00Z","""After watching Florida State wear down in Saturday's season-opening loss to Boise State, coach Willie Taggart is examining whether his players were properly hydrated.\r\nOn his weekly radio show Monday, Taggart said he has spoken with FSU's medical staff about … [+1498 chars]""",1,0,0,0,0
"newsweek","Newsweek","Jeanine Marie Russaw","K-Pop Star Amber of f(x) Leaves SM Entertainment","""\""From the bottom of my heart, I'd like to thank everyone who believed in me and have been patient with me all these years.\""""","https://www.newsweek.com/k-pop-star-amber-f-x-leaves-sm-entertainment-1457384","https://d.newsweek.com/en/full/1524657/amber-liu.jpg","2019-09-03T14:52:56Z","""Amber Liuknown professionally as Amberhas left SM Entertainment, the label behind K-pop girl group f(x), she announced on Twitter Sunday. Notably missing from her statement, however, were mentions of Victoria, Krystal, and Lunathe other three members of f(x).… [+2349 chars]""",0,0,0,0,0
"cnn","CNN","""Emily Dixon, CNN""","Fashion weeks are about to start: Here's what we expect to see during a month of shows","""Fashion weeks have never been apolitical. Much like art, fashion is influenced by -- and responds to -- the politics of the day. But could this season offer more political statements than ever?""","https://www.cnn.com/style/article/fashion-week-what-to-expect/index.html","http://cdn.cnn.com/cnnnext/dam/assets/190903071118-02-fashion-week-preview-restricted-super-tease.jpg","2019-09-03T12:39:29Z","""fashionPublished 3rd September 2019\r\nThere's a specter hovering over London Fashion Week: When the first show opens next Friday, the UK will be less than seven weeks away from its scheduled departure from the European Union. It's difficult to imagine Brexit n… [+8143 chars]""",0,7,1,16,0
"the-irish-times","The Irish Times","The Irish Times","Brian O’Driscoll: Devin Toner’s World Cup omission ‘kind of beggars belief’","""‘If I was Devin Toner I’d be feeling very sorry for myself, and wondering whether it was justified’""","https://www.irishtimes.com/\t\t\t\t\t\t\t/sport/rugby/international/brian-o-driscoll-devin-toner-s-world-cup-omission-kind-of-beggars-belief-1.4006662\t","https://www.irishtimes.com/image-creator/?id=1.4006660&origw=1200","2019-09-03T16:12:47Z","Brian ODriscoll insists that Ireland lock Devin Toners World Cup omission beggars belief.\r\nFormer Ireland skipper ODriscoll admitted to being left nonplussed by Joe Schmidts decision to select Munsters Jean Kleyn ahead of lineout boss Toner.\r\nFormer British a… [+3329 chars]",1,null,null,null,null
"newsweek","Newsweek","Isobel van Hagen","Prince Harry Launches Eco-Friendly Travel Scheme Amid Private Jet Criticism: 'No One Is Perfect'","""\""We can all do better,\"" the royal said.""","https://www.newsweek.com/prince-harry-launches-eco-friendly-travel-scheme-amid-private-jet-criticism-no-one-perfect-1457372","https://d.newsweek.com/en/full/1524651/prince-harry-amsterdam.jpg","2019-09-03T14:34:48Z","""Prince Harry announce a new sustainable travel initiative called \""Travalyst\"" on Tuesday to \""mobilize the industry as a catalyst for good.\"" Examining sustainable practices in local areas, tackling climate change and environmental damage, and alleviating over-t… [+2266 chars]""",0,4,3,1,0
"abc-news","ABC News","Mariam Khan","Trump must back gun legislation before Senate will vote: McConnell","​Senate Majority Leader Mitch McConnell said on Tuesday that the Senate stands ready to vote on gun legislation but only if President Donald Trump backs it.","https://abcnews.go.com/Politics/trump-back-gun-legislation-senate-vote-mcconnell/story?id=65357044","https://s.abcnews.com/images/Politics/mitch-mcconnell-02-gty-jef-190805_hpMain_16x9_992.jpg","2019-09-03T15:58:06Z","Senate Majority Leader Mitch McConnell said on Tuesday that the Senate stands ready to vote on gun legislation in the wake of several mass shootings but only if he gets buy-in from President Donald Trump.\r\nInterested in Donald Trump?\r\nAdd Donald Trump as an i… [+3430 chars]",1,2182,1499,471,0
"cnn","CNN","""Bukola Adebayo, CNN""","South African president calls for arrest of those involved in xenophobic attacks","South African President Cyril Ramaphosa has called for the arrest of those involved in a spate of attacks targeting foreign-owned businesses in the country.","https://www.cnn.com/2019/09/03/africa/south-africa-condemns-attack-on-foreigners-intl/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190903163122-south-africa-foreigners-looting-super-tease.jpg","2019-09-03T15:41:27Z",null,0,652,827,385,0
"the-new-york-times","The New York Times","Vivian Yee","""Guns, Filth and ISIS: Syrian Camp Is ‘Disaster in the Making’""","""Smuggled guns, dying children, tents set on fire, contaminated water, guards stabbed and ISIS ideology spreading unchecked. Welcome to Al Hol.""","https://www.nytimes.com/2019/09/03/world/middleeast/isis-alhol-camp-syria.html","https://static01.nyt.com/images/2019/08/30/world/00alhol01/00alhol01-facebookJumbo.jpg","2019-09-03T09:00:10Z","""Theyre in no mans land. Theyre in limbo, said Sara Kayyali, a Syria researcher at Human Rights Watch who visited the camp earlier this year. Theyre stuck in the desert in a camp thats not equipped for their needs, with children who grew up in the worst possib… [+785 chars]""",0,28,3,62,0
"the-wall-street-journal","The Wall Street Journal","WSJ Staff","""WSJ Wealth Adviser Briefing: ETFs Grab Trading, Retirement Account Risks, Business Trip Troubles""","""ETFs have excelled in grabbing trading; the little differences between 401 (K)s and IRAs can cost money, and all the ways things can go wrong on business trips.""","https://blogs.wsj.com/moneybeat/2019/09/03/wsj-wealth-adviser-briefing-etfs-grab-trading-401ks-and-iras-taking-car-condos-for-a-spin/","https://s.wsj.net/blogs/img/WSJ_Logo_BlackBackground_1200x630social","2019-09-03T10:00:07Z","""Sep 3, 2019 6:00 am ET\r\n Exchange-traded funds have soared in size over the past decade. But where ETFs have really excelled is in grabbing trading, with far more trading now in several of the big ETFs than in the largest members of the indexes to which they … [+76 chars]""",0,0,0,0,0
"business-insider","Business Insider","Ben Gilbert","""The Apple Watch is getting one of the most-requested features in sleep tracking, according to a new report (AAPL)""","""Apple's smartwatch, the Apple Watch, is getting one of the most-requested features: sleep tracking. The news comes from 9to5Mac, which detailed the long-requested sleep tracking functionality in a report on Monday. \""Time in Bed tracking\"" is said to be the nam…""","https://www.businessinsider.com/apple-watch-sleep-tracking-report-2019-9","https://amp.businessinsider.com/images/5d6e5e192e22af04996c8bf5-1136-568.jpg","2019-09-03T13:03:50Z","""Apple's powerful little smartwatch can do a lot of stuff, but it's still missing one crucial feature: Sleep tracking. \r\n Despite Apple outright buying a company that does sleep tracking, and years of users requesting the feature, it's yet to be added to the A… [+1219 chars]""",0,140,10,29,0
"the-irish-times","The Irish Times","The Irish Times","Podcast: The Tory rebels take on Boris Johnson","""World View is a weekly foreign affairs podcast from The Irish Times. Listen on Apple Podcasts, on Spotify, on Stitcher or on Soundcloud. The House of Commons is set for a showdown as rebel Conservative Party MPs seek to introduce legislation on Tuesday, block…""","https://www.irishtimes.com/news/world/uk/podcast-the-tory-rebels-take-on-boris-johnson-1.4006567","https://www.irishtimes.com/image-creator/?id=1.4006564&origw=1440","2019-09-03T15:17:56Z","""World View is a weekly foreign affairs podcast from The Irish Times. Listen on Apple Podcasts, on Spotify, on Stitcher or on Soundcloud.\r\nThe House of Commons is set for a showdown as rebel Conservative Party MPs seek to introduce legislation on Tuesday, bloc… [+732 chars]""",0,1,0,1,0
"the-irish-times","The Irish Times","The Irish Times","The Irish Times view on ex-prisoners’ prospects: in need of a fresh start","Men and women still face huge problems in finding work after their release from prison","https://www.irishtimes.com/opinion/editorial/the-irish-times-view-on-ex-prisoners-prospects-in-need-of-a-fresh-start-1.4006683","https://www.irishtimes.com/image-creator/?id=1.4006682&origw=1440","2019-09-03T17:29:00Z","""The difficulties facing men and women in securing employment on their release from prison are very great. Many come from disadvantaged environments with few jobs and poor education facilities. Drugs, drink and peer pressure may have led to criminal conviction… [+1820 chars]""",0,0,0,0,0
"abc-news","ABC News","The Associated Press","""The Latest: 34 presumed dead in boat fire, search suspended""","""Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.""","https://abcnews.go.com/US/wireStory/latest-34-presumed-dead-boat-fire-search-suspended-65362070","https://s.abcnews.com/images/Lifestyle/WireAP_f560b713aa8c4bdca07432225ba27720_16x9_992.jpg","2019-09-03T17:22:12Z","The Latest on the fire aboard a diving boat near a Southern California island that killed at least 25 people (all times local):\r\n10:16 a.m.\r\nThirty four people are presumed dead in the California dive boat fire and the search has been suspended.\r\nSanta Barbar… [+3546 chars]",0,0,0,0,0
"al-jazeera-english","Al Jazeera English","Al Jazeera","First Sudan cabinet since Bashir to be announced within 48 hours","Cabinet nominations reportedly include the first female foreign minister and a renowned economist as finance minister.","https://www.aljazeera.com/news/2019/09/sudan-cabinet-bashir-announced-48-hours-190903140751817.html","https://www.aljazeera.com/mritems/Images/2019/8/21/3cb91bedcaf44e87a2c2eac220c7dd3a_18.jpg","2019-09-03T16:53:39Z","""Sudan's prime minister has approved 14 members of his cabinet, the first to be appointed since the fall of long-term leader Omar al-Bashir in April.\r\nThe full cabinet announcement will be made in the next 48 hours, spokesman and member of the Sovereignty Coun… [+1978 chars]""",0,1,0,8,0
"the-irish-times","The Irish Times","The Irish Times","US teenager kills five family members in Alabama shooting","""A 14-year-old American boy shot and killed five family members at their home in Alabama, before throwing away the pistol and calling police, officials said on Tuesday, in the latest high-profile gun crime. The shooting occurred on Monday night in the town of …""","https://www.irishtimes.com/news/world/us/us-teenager-kills-five-family-members-in-alabama-shooting-1.4006355","https://www.irishtimes.com/image-creator/?id=1.4006352&origw=825","2019-09-03T12:17:47Z","""A 14-year-old American boy shot and killed five family members at their home in Alabama, before throwing away the pistol and calling police, officials said on Tuesday, in the latest high-profile gun crime.\r\nThe shooting occurred on Monday night in the town of… [+983 chars]""",0,0,0,1,0
